age,overall,potential,age_potential_gap,is_at_peak,pace,shooting,passing,dribbling,defending,physic,position_group_GK,position_group_DEF,position_group_MID,position_group_ATT,log_value,short_name,market_value_eur,value_per_rating
32,66,66,0,1,63.0,58.0,62.0,63.0,64.0,81.0,0,0,1,0,13.26212705890841,T. Doumbia,575000.0,8582.089552238805
22,70,77,7,0,79.0,67.0,61.0,70.0,34.0,71.0,0,0,0,1,15.009433329466965,T. Douvikas,3300000.0,46478.873239436616
20,66,80,14,0,65.0,62.0,68.0,66.0,59.0,65.0,0,0,1,0,14.557448378884015,T. Doyle,2100000.0,31343.283582089553
22,65,72,7,0,71.0,45.0,61.0,65.0,62.0,66.0,0,0,1,0,14.151983508870947,T. Ducrocq,1400000.0,21212.121212121212
24,69,72,3,0,54.0,67.0,67.0,73.0,53.0,63.0,0,0,1,0,14.45736497045232,T. Duman,1900000.0,27142.85714285714
23,60,68,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.07107218827772,T. Durso,475000.0,7786.88524590164
28,64,64,0,1,74.0,65.0,51.0,64.0,32.0,61.0,0,0,0,1,13.304686600863562,T. Dzvukamanja,600000.0,9230.76923076923
28,70,70,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.910821646859095,T. Dähne,1100000.0,15492.957746478873
30,60,60,0,1,42.0,35.0,48.0,45.0,60.0,72.0,0,1,0,0,12.206077645517674,T. Eastman,200000.0,3278.688524590164
30,66,66,0,1,53.0,66.0,47.0,60.0,37.0,79.0,0,0,0,1,13.652992804936396,T. Eaves,850000.0,12686.567164179105
26,70,71,1,0,87.0,40.0,54.0,66.0,65.0,73.0,0,1,0,0,14.346139397261565,T. Ebuehi,1700000.0,23943.661971830985
24,67,74,7,0,73.0,45.0,59.0,66.0,62.0,69.0,0,1,0,0,14.45736497045232,T. Edun,1900000.0,27941.176470588234
23,67,73,6,0,76.0,46.0,62.0,63.0,63.0,77.0,0,1,0,0,14.220976332738882,T. Edwards,1500000.0,22058.823529411766
29,65,65,0,1,63.0,63.0,67.0,66.0,39.0,58.0,0,0,1,0,13.45883704259595,T. Eisfeld,700000.0,10606.060606060606
19,58,77,19,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.07107218827772,T. Ernst,475000.0,8050.847457627118
22,65,70,5,0,72.0,58.0,63.0,68.0,55.0,57.0,0,0,1,0,13.910821646859095,T. Escalante,1100000.0,16666.666666666668
22,63,69,6,0,72.0,35.0,52.0,54.0,60.0,71.0,0,1,0,0,13.493928313146206,T. Eyoma,725000.0,11328.125
22,55,59,4,0,67.0,56.0,44.0,58.0,19.0,60.0,0,0,0,1,12.154784614286667,T. Fadahunsi,190000.0,3392.8571428571427
22,63,71,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.73755009757506,T. Fayulu,925000.0,14453.125
19,59,71,12,0,83.0,55.0,48.0,61.0,19.0,44.0,0,0,0,1,13.171155446333852,T. Fellows,525000.0,8750.0
30,66,66,0,1,43.0,34.0,52.0,57.0,65.0,77.0,0,1,0,0,13.45883704259595,T. Flanagan,700000.0,10447.76119402985
23,62,69,7,0,58.0,25.0,45.0,51.0,64.0,66.0,0,1,0,0,13.527829818844937,T. Fleckstein,750000.0,11904.761904761905
27,73,73,0,1,72.0,57.0,68.0,70.0,70.0,73.0,0,1,0,0,14.88022163978423,T. Foket,2900000.0,39189.18918918919
22,67,73,6,0,72.0,59.0,63.0,69.0,63.0,73.0,0,0,1,0,14.285514812209815,T. Fornah,1600000.0,23529.41176470588
26,69,69,0,1,80.0,64.0,64.0,71.0,45.0,61.0,0,0,0,1,14.220976332738882,T. Fosu,1500000.0,21428.571428571428
24,72,76,4,0,67.0,60.0,64.0,65.0,73.0,75.0,0,1,0,0,14.946912992035967,T. Fosu-Mensah,3100000.0,42465.75342465754
26,75,76,1,0,88.0,75.0,66.0,76.0,47.0,65.0,0,0,0,1,15.687312888712007,T. Fountas,6500000.0,85526.31578947368
21,61,72,11,0,65.0,44.0,58.0,67.0,58.0,53.0,0,0,1,0,13.493928313146206,T. Francois,725000.0,11693.548387096775
19,51,67,16,0,70.0,50.0,38.0,53.0,20.0,38.0,0,0,0,1,11.918397239722838,T. Freeman,150000.0,2884.6153846153848
22,57,62,5,0,75.0,52.0,52.0,60.0,40.0,52.0,0,0,1,0,12.429220196836383,T. Frost,250000.0,4310.3448275862065
23,64,73,9,0,65.0,49.0,56.0,52.0,63.0,71.0,0,1,0,0,13.997832948091215,T. Galdames,1200000.0,18461.53846153846
21,61,70,9,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.384729180332174,T. Galjé,650000.0,10483.870967741936
22,61,68,7,0,70.0,35.0,50.0,59.0,56.0,63.0,0,1,0,0,13.345508528717259,T. Gallacher,625000.0,10080.645161290322
20,65,73,8,0,70.0,53.0,63.0,62.0,64.0,69.0,0,0,1,0,14.220976332738882,T. Galletto,1500000.0,22727.272727272728
22,66,76,10,0,76.0,61.0,63.0,71.0,35.0,46.0,0,0,1,0,14.45736497045232,T. Galván,1900000.0,28358.20895522388
24,63,66,3,0,83.0,63.0,57.0,64.0,40.0,62.0,0,0,1,0,13.384729180332174,T. Gaprindashvili,650000.0,10156.25
26,66,66,0,1,83.0,69.0,54.0,73.0,37.0,58.0,0,0,0,1,13.76421831620775,T. Garceson,950000.0,14179.10447761194
21,53,62,9,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.100717685412471,T. Gardies,180000.0,3333.3333333333335
20,66,78,12,0,75.0,59.0,66.0,67.0,63.0,60.0,0,0,1,0,14.557448378884015,T. Gardner-Hickman,2100000.0,31343.283582089553
23,62,67,5,0,69.0,56.0,58.0,63.0,41.0,57.0,0,0,1,0,13.304686600863562,T. Gayret,600000.0,9523.809523809523
40,63,63,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.289794413577894,T. Gebauer,80000.0,1250.0
21,57,67,10,0,57.0,40.0,51.0,49.0,55.0,64.0,0,0,1,0,12.765691290604371,T. Geerkens,350000.0,6034.482758620689
26,67,69,2,0,63.0,59.0,61.0,64.0,63.0,76.0,0,0,1,0,13.910821646859095,T. Gemicibaşi,1100000.0,16176.470588235294
19,62,78,16,0,61.0,54.0,64.0,63.0,37.0,48.0,0,0,1,0,13.815511557963774,T. Geralnik,1000000.0,15873.015873015873
19,52,65,13,0,54.0,56.0,39.0,47.0,20.0,46.0,0,0,0,1,12.154784614286667,T. Geris,190000.0,3584.9056603773583
18,57,74,17,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.834683971615659,T. Gillier,375000.0,6465.517241379311
19,48,64,16,0,60.0,37.0,47.0,56.0,44.0,50.0,0,0,1,0,11.695255355062795,T. Giraldo,120000.0,2448.9795918367345
30,65,65,0,1,73.0,62.0,61.0,68.0,47.0,62.0,0,0,1,0,13.45883704259595,T. Gjertsen,700000.0,10606.060606060606
24,63,68,5,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.26212705890841,T. Glover,575000.0,8984.375
31,66,66,0,1,45.0,34.0,57.0,44.0,66.0,71.0,0,1,0,0,13.26212705890841,T. Glumac,575000.0,8582.089552238805
29,72,72,0,1,80.0,69.0,69.0,70.0,35.0,62.0,0,0,1,0,14.648420115681892,T. Goiginger,2300000.0,31506.84931506849
29,61,63,2,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.524530013005734,T. Gomez,275000.0,4435.4838709677415
20,59,67,8,0,65.0,46.0,56.0,56.0,56.0,63.0,0,0,1,0,13.07107218827772,T. Gomulka,475000.0,7916.666666666667
19,63,74,11,0,80.0,63.0,51.0,69.0,26.0,46.0,0,0,0,1,13.815511557963774,T. González,1000000.0,15625.0
18,54,69,15,0,74.0,48.0,49.0,57.0,41.0,41.0,0,0,0,1,12.429220196836383,T. Goodrham,250000.0,4545.454545454545
25,66,68,2,0,86.0,55.0,60.0,66.0,49.0,67.0,0,0,1,0,13.910821646859095,T. Goppel,1100000.0,16417.910447761195
19,65,77,12,0,78.0,30.0,52.0,64.0,61.0,63.0,0,1,0,0,14.285514812209815,T. Gray,1600000.0,24242.424242424244
23,62,67,5,0,63.0,39.0,43.0,46.0,61.0,70.0,0,1,0,0,13.217675375388819,T. Grivosti,550000.0,8730.15873015873
28,64,64,0,1,73.0,42.0,59.0,63.0,59.0,64.0,0,1,0,0,13.171155446333852,T. Grøgaard,525000.0,8076.923076923077
26,71,72,1,0,81.0,41.0,59.0,66.0,66.0,76.0,0,1,0,0,14.508658238524095,T. Guidara,2000000.0,27777.777777777777
18,62,77,15,0,70.0,54.0,58.0,66.0,49.0,57.0,0,0,0,1,13.73755009757506,T. Gulliksen,925000.0,14682.539682539682
22,62,72,10,0,59.0,35.0,52.0,48.0,61.0,64.0,0,1,0,0,13.623139877437296,T. Gutierrez,825000.0,13095.238095238095
37,74,74,0,1,53.0,76.0,74.0,76.0,28.0,75.0,0,0,0,1,14.151983508870947,T. Gutiérrez,1400000.0,18666.666666666668
24,62,65,3,0,75.0,65.0,61.0,62.0,46.0,75.0,0,0,0,1,13.217675375388819,T. Hacımustafaoğlu,550000.0,8730.15873015873
26,68,71,3,0,81.0,32.0,44.0,48.0,67.0,74.0,0,1,0,0,14.151983508870947,T. Hadebe,1400000.0,20289.855072463768
20,55,69,14,0,66.0,54.0,51.0,56.0,55.0,57.0,0,0,1,0,12.611541086966115,T. Hafstad,300000.0,5357.142857142857
27,68,69,1,0,65.0,60.0,66.0,68.0,62.0,70.0,0,0,1,0,14.151983508870947,T. Halilović,1400000.0,20289.855072463768
33,75,75,0,1,62.0,58.0,67.0,69.0,74.0,79.0,0,0,1,0,14.845130332288226,T. Hamed,2800000.0,36842.10526315789
22,66,71,5,0,70.0,42.0,55.0,60.0,62.0,81.0,0,1,0,0,13.997832948091215,T. Hamer,1200000.0,17910.44776119403
24,70,74,4,0,81.0,50.0,60.0,66.0,62.0,71.0,0,1,0,0,14.557448378884015,T. Handwerker,2100000.0,29577.464788732395
23,67,75,8,0,67.0,64.0,53.0,63.0,25.0,77.0,0,0,0,1,14.648420115681892,T. Hara,2300000.0,33823.529411764706
20,73,83,10,0,67.0,36.0,59.0,64.0,73.0,73.0,0,1,0,0,15.607270193858982,T. Harwood-Bellis,6000000.0,81081.08108108108
22,64,72,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.910821646859095,T. Hasal,1100000.0,16923.076923076922
32,66,66,0,1,68.0,55.0,65.0,65.0,64.0,71.0,0,0,1,0,13.26212705890841,T. Hateley,575000.0,8582.089552238805
27,72,73,1,0,58.0,63.0,77.0,72.0,57.0,63.0,0,0,1,0,14.80876270134486,T. Haye,2700000.0,36986.30136986302
29,78,78,0,1,68.0,74.0,78.0,83.0,53.0,64.0,0,0,1,0,16.454567959008102,T. Hazard,14000000.0,177215.18987341772
36,72,72,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.429220196836383,T. Heaton,250000.0,3424.6575342465753
23,67,71,4,0,73.0,60.0,63.0,68.0,37.0,59.0,0,0,1,0,14.220976332738882,T. Heintz,1500000.0,22058.823529411766
20,57,70,13,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.765691290604371,T. Hendriks,350000.0,6034.482758620689
27,75,75,0,1,65.0,75.0,65.0,66.0,40.0,81.0,0,0,0,1,15.607270193858982,T. Henry,6000000.0,78947.36842105263
24,85,90,5,0,93.0,72.0,76.0,81.0,78.0,83.0,0,1,0,0,17.370858648025116,T. Hernández,35000000.0,406976.74418604653
25,61,67,6,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.899222326086994,T. Heward-Belle,400000.0,6451.612903225807
21,59,68,9,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.017005083966255,T. Himeur,450000.0,7500.0
29,78,78,0,1,77.0,70.0,70.0,73.0,77.0,81.0,0,0,1,0,16.300417291085605,T. Holeš,12000000.0,151898.7341772152
22,67,74,7,0,51.0,25.0,55.0,55.0,66.0,72.0,0,1,0,0,14.45736497045232,T. Holmes,1900000.0,27941.176470588234
17,50,59,9,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.289794413577894,T. Holtam,80000.0,1568.6274509803923
30,62,62,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.524530013005734,T. Holý,275000.0,4365.079365079365
28,64,64,0,1,62.0,63.0,52.0,61.0,34.0,76.0,0,0,0,1,13.304686600863562,T. Hopper,600000.0,9230.76923076923
29,75,77,2,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,15.363073279446223,T. Horn,4700000.0,61842.10526315789
23,69,74,5,0,70.0,67.0,69.0,69.0,51.0,66.0,0,0,1,0,14.557448378884015,T. Horvat,2100000.0,30000.0
27,65,66,1,0,61.0,29.0,47.0,44.0,66.0,65.0,0,1,0,0,13.493928313146206,T. Huk,725000.0,10984.848484848484
20,60,75,15,0,74.0,37.0,53.0,59.0,55.0,70.0,0,1,0,0,13.26212705890841,T. Hume,575000.0,9426.22950819672
30,65,65,0,1,49.0,27.0,48.0,40.0,67.0,65.0,0,1,0,0,13.26212705890841,T. Hájek,575000.0,8712.121212121212
25,76,79,3,0,80.0,39.0,56.0,58.0,78.0,73.0,0,1,0,0,16.012735246411598,T. Hübers,9000000.0,116883.11688311688
18,53,67,14,0,73.0,50.0,34.0,44.0,21.0,62.0,0,0,0,1,12.301387370778713,T. Ikoba,220000.0,4074.074074074074
31,66,66,0,1,62.0,24.0,48.0,56.0,65.0,76.0,0,1,0,0,13.26212705890841,T. Imai,575000.0,8582.089552238805
30,71,71,0,1,77.0,67.0,66.0,73.0,46.0,68.0,0,0,1,0,14.403297778421795,T. Ince,1800000.0,25000.0
19,65,84,19,0,66.0,50.0,63.0,65.0,60.0,65.0,0,0,1,0,14.403297778421795,T. Iroegbunam,1800000.0,27272.727272727272
24,69,74,5,0,55.0,33.0,45.0,45.0,69.0,84.0,0,1,0,0,14.45736497045232,T. Isherwood,1900000.0,27142.85714285714
21,62,74,12,0,82.0,58.0,50.0,68.0,24.0,41.0,0,0,0,1,13.790193775620484,T. Ismaheel,975000.0,15476.190476190477
25,66,68,2,0,79.0,52.0,57.0,74.0,22.0,37.0,0,0,0,1,13.910821646859095,T. Itō,1100000.0,16417.910447761195
18,65,78,13,0,74.0,35.0,53.0,60.0,61.0,62.0,0,1,0,0,14.285514812209815,T. Jacob,1600000.0,24242.424242424244
25,65,68,3,0,69.0,51.0,61.0,65.0,60.0,68.0,0,0,1,0,13.652992804936396,T. Jacobsen,850000.0,12878.787878787878
26,63,65,2,0,73.0,57.0,58.0,62.0,57.0,73.0,0,1,0,0,13.217675375388819,T. James,550000.0,8593.75
20,60,73,13,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.171155446333852,T. Jansen,525000.0,8606.557377049181
32,72,72,0,1,64.0,41.0,62.0,66.0,73.0,69.0,0,1,0,0,14.220976332738882,T. Jantschke,1500000.0,20547.945205479453
26,73,76,3,0,70.0,51.0,57.0,64.0,74.0,74.0,0,1,0,0,15.068273812173887,T. Jedvaj,3500000.0,47297.2972972973
18,51,63,12,0,66.0,44.0,47.0,49.0,41.0,53.0,0,0,1,0,11.849404844423074,T. Jenkins,140000.0,2692.3076923076924
20,58,73,15,0,69.0,52.0,55.0,61.0,56.0,66.0,0,0,1,0,13.122365377402328,T. Jenks,500000.0,8474.57627118644
21,64,74,10,0,78.0,62.0,55.0,65.0,33.0,61.0,0,0,0,1,14.077875591662238,T. John-Jules,1300000.0,20000.0
21,58,65,7,0,78.0,24.0,46.0,53.0,52.0,62.0,0,1,0,0,12.899222326086994,T. Johnson,400000.0,6779.661016949152
30,62,62,0,1,64.0,62.0,52.0,60.0,39.0,69.0,0,0,0,1,12.899222326086994,T. Jurić,400000.0,6349.206349206349
33,65,65,0,1,73.0,56.0,65.0,68.0,54.0,66.0,0,0,1,0,13.017005083966255,T. Jänicke,450000.0,6818.181818181818
27,72,72,0,1,71.0,34.0,50.0,58.0,71.0,78.0,0,1,0,0,14.603968372873895,T. Kacharaba,2200000.0,30136.986301369863
26,73,73,0,1,75.0,74.0,67.0,74.0,38.0,67.0,0,0,0,1,15.009433329466965,T. Kadewere,3300000.0,44594.59459459459
29,68,68,0,1,71.0,58.0,66.0,64.0,65.0,69.0,0,0,1,0,13.815511557963774,T. Kainz,1000000.0,14492.753623188406
29,72,73,1,0,71.0,47.0,56.0,64.0,71.0,76.0,0,1,0,0,14.603968372873895,T. Kalas,2200000.0,30136.986301369863
28,63,63,0,1,73.0,55.0,57.0,64.0,35.0,61.0,0,0,1,0,13.07107218827772,T. Kallevåg,475000.0,7421.875
29,73,74,1,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.648420115681892,T. Kaminski,2300000.0,31081.08108108108
28,68,68,0,1,72.0,51.0,63.0,65.0,63.0,66.0,0,1,0,0,13.910821646859095,T. Kane,1100000.0,15942.028985507246
19,62,76,14,0,58.0,64.0,51.0,59.0,22.0,58.0,0,0,0,1,13.76421831620775,T. Kastanaras,950000.0,15079.36507936508
24,69,74,5,0,86.0,58.0,62.0,72.0,40.0,65.0,0,0,1,0,14.557448378884015,T. Kehinde,2100000.0,30000.0
25,76,79,3,0,73.0,44.0,65.0,66.0,76.0,76.0,0,1,0,0,16.012735246411598,T. Kehrer,9000000.0,116883.11688311688
22,66,73,7,0,63.0,42.0,56.0,53.0,64.0,73.0,0,1,0,0,14.285514812209815,T. Keller,1600000.0,23880.597014925374
33,73,73,0,1,65.0,73.0,77.0,74.0,53.0,71.0,0,0,1,0,14.45736497045232,T. Kempe,1900000.0,25675.675675675677
27,64,64,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.017005083966255,T. King,450000.0,6923.076923076923
35,67,67,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.608244735642321,T. Kirschbaum,110000.0,1617.6470588235295
26,71,71,0,1,67.0,72.0,55.0,61.0,33.0,81.0,0,0,0,1,14.557448378884015,T. Kleindienst,2100000.0,29166.666666666668
20,64,76,12,0,76.0,64.0,55.0,66.0,22.0,61.0,0,0,0,1,14.151983508870947,T. Klidje,1400000.0,21538.46153846154
34,70,70,0,1,32.0,38.0,54.0,37.0,73.0,67.0,0,1,0,0,13.171155446333852,T. Klose,525000.0,7394.366197183099
20,65,72,7,0,80.0,56.0,57.0,67.0,49.0,70.0,0,0,1,0,14.151983508870947,T. Klysner,1400000.0,21212.121212121212
29,68,68,0,1,51.0,33.0,48.0,50.0,68.0,76.0,0,1,0,0,13.815511557963774,T. Knipping,1000000.0,14492.753623188406
22,62,68,6,0,73.0,31.0,48.0,57.0,58.0,65.0,0,1,0,0,13.304686600863562,T. Knost,600000.0,9523.809523809523
23,62,67,5,0,84.0,59.0,54.0,64.0,42.0,70.0,0,0,0,1,13.304686600863562,T. Knowles,600000.0,9523.809523809523
19,52,64,12,0,59.0,33.0,42.0,50.0,52.0,51.0,0,0,1,0,12.100717685412471,T. Koch,180000.0,3396.2264150943397
23,62,66,4,0,70.0,34.0,49.0,58.0,58.0,63.0,0,1,0,0,13.171155446333852,T. Kofler,525000.0,8333.333333333334
30,72,72,0,1,68.0,39.0,68.0,60.0,71.0,78.0,0,1,0,0,14.45736497045232,T. Kolodziejczak,1900000.0,26027.397260273974
28,69,70,1,0,60.0,42.0,59.0,63.0,69.0,68.0,0,1,0,0,14.077875591662238,T. Kongolo,1300000.0,18571.428571428572
24,80,84,4,0,70.0,72.0,80.0,76.0,76.0,77.0,0,0,1,0,17.216707972959764,T. Koopmeiners,30000000.0,370370.3703703704
26,63,66,3,0,67.0,58.0,63.0,64.0,33.0,55.0,0,0,1,0,13.345508528717259,T. Kostadinov,625000.0,9765.625
29,71,71,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,14.077875591662238,T. Koubek,1300000.0,18055.555555555555
23,62,70,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.560619598657233,T. Krapikas,775000.0,12301.587301587302
23,64,70,6,0,60.0,42.0,52.0,50.0,62.0,72.0,0,1,0,0,13.652992804936396,T. Kraulich,850000.0,13076.923076923076
21,73,81,8,0,71.0,66.0,66.0,72.0,70.0,75.0,0,0,1,0,15.76142084987672,T. Krauß,7000000.0,94594.5945945946
23,62,70,8,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.560619598657233,T. Kretzschmar,775000.0,12301.587301587302
20,65,78,13,0,68.0,26.0,46.0,55.0,64.0,74.0,0,1,0,0,14.285514812209815,T. Kristensen,1600000.0,24242.424242424244
16,52,72,20,0,64.0,30.0,44.0,43.0,52.0,50.0,0,1,0,0,12.206077645517674,T. Kristiansen,200000.0,3773.5849056603774
32,88,88,0,1,53.0,81.0,90.0,81.0,71.0,68.0,0,0,1,0,17.370858648025116,T. Kroos,35000000.0,393258.42696629214
34,74,74,0,1,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.493928313146206,T. Krul,725000.0,9666.666666666666
20,54,63,9,0,69.0,50.0,48.0,57.0,35.0,49.0,0,0,1,0,12.388398368982115,T. Ku-DiPietro,240000.0,4363.636363636364
21,74,84,10,0,79.0,65.0,69.0,80.0,39.0,53.0,0,0,1,0,16.066802461833923,T. Kubo,9500000.0,126666.66666666667
18,53,68,15,0,77.0,52.0,40.0,52.0,24.0,56.0,0,0,0,1,12.301387370778713,T. Kuleya,220000.0,4074.074074074074
24,72,75,3,0,81.0,66.0,71.0,76.0,45.0,70.0,0,0,0,1,14.978661680269907,T. Kunimoto,3200000.0,43835.61643835616
32,65,65,0,1,76.0,54.0,61.0,65.0,50.0,71.0,0,0,1,0,13.26212705890841,T. Kupisz,575000.0,8712.121212121212
28,67,67,0,1,77.0,67.0,62.0,68.0,28.0,57.0,0,0,0,1,13.815511557963774,T. Kutumela,1000000.0,14705.882352941177
25,64,67,3,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.304686600863562,T. Königsmann,600000.0,9230.76923076923
21,59,67,8,0,67.0,50.0,57.0,60.0,50.0,56.0,0,0,1,0,13.122365377402328,T. Köther,500000.0,8333.333333333334
28,74,74,0,1,77.0,46.0,66.0,64.0,72.0,74.0,0,1,0,0,15.150511887854474,T. Kędziora,3800000.0,50666.666666666664
20,68,78,10,0,68.0,47.0,67.0,66.0,64.0,62.0,0,0,1,0,14.731801689838349,T. Lacoux,2500000.0,36231.884057971016
28,67,67,0,1,69.0,56.0,60.0,61.0,65.0,74.0,0,1,0,0,13.681980308196241,T. Lam,875000.0,12867.64705882353
21,75,83,8,0,87.0,44.0,66.0,76.0,70.0,49.0,0,1,0,0,16.300417291085605,T. Lamptey,12000000.0,157894.73684210525
23,57,64,7,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.524530013005734,T. Larsen,275000.0,4741.379310344828
25,63,66,3,0,74.0,47.0,51.0,60.0,59.0,68.0,0,1,0,0,13.26212705890841,T. Lartey Sanniez,575000.0,8984.375
22,60,68,8,0,68.0,57.0,58.0,65.0,54.0,61.0,0,0,1,0,13.217675375388819,T. Latteier,550000.0,9016.393442622952
24,65,70,5,0,66.0,64.0,51.0,60.0,41.0,74.0,0,0,0,1,13.910821646859095,T. Lauritsen,1100000.0,16666.666666666668
22,63,70,7,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.623139877437296,T. Lawal,825000.0,12890.625
28,73,73,0,1,74.0,75.0,71.0,73.0,42.0,70.0,0,0,0,1,14.946912992035967,T. Lawrence,3100000.0,41891.89189189189
19,61,74,13,0,61.0,43.0,58.0,64.0,58.0,47.0,0,0,1,0,13.560619598657233,T. Le Bris,775000.0,12500.0
21,59,67,8,0,72.0,52.0,53.0,61.0,29.0,58.0,0,0,1,0,13.122365377402328,T. Le Normand,500000.0,8333.333333333334
20,64,78,14,0,62.0,44.0,51.0,53.0,64.0,64.0,0,1,0,0,14.077875591662238,T. Lecanda,1300000.0,20000.0
31,70,70,0,1,54.0,36.0,55.0,62.0,71.0,74.0,0,1,0,0,13.910821646859095,T. Lees,1100000.0,15492.957746478873
28,73,73,0,1,78.0,57.0,72.0,74.0,67.0,71.0,0,1,0,0,14.845130332288226,T. Leibold,2800000.0,37837.83783783784
22,63,71,8,0,69.0,60.0,61.0,64.0,56.0,68.0,0,0,1,0,13.910821646859095,T. Leigh,1100000.0,17187.5
31,70,70,0,1,53.0,40.0,55.0,49.0,71.0,78.0,0,1,0,0,13.910821646859095,T. Leistner,1100000.0,15492.957746478873
18,50,65,15,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,11.407576060361786,T. Leitis,90000.0,1764.7058823529412
26,83,84,1,0,83.0,78.0,83.0,87.0,67.0,64.0,0,0,1,0,17.370858648025116,T. Lemar,35000000.0,416666.6666666667
20,66,79,13,0,71.0,63.0,59.0,69.0,32.0,58.0,0,0,1,0,14.557448378884015,T. Lemperle,2100000.0,31343.283582089553
22,62,69,7,0,70.0,57.0,63.0,64.0,51.0,55.0,0,0,1,0,13.592368256649284,T. Leoni,800000.0,12698.412698412698
29,68,68,0,1,48.0,54.0,61.0,58.0,67.0,69.0,0,1,0,0,13.815511557963774,T. Letschert,1000000.0,14492.753623188406
20,63,74,11,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,13.710151153416941,T. Leysen,900000.0,14062.5
30,63,63,0,1,72.0,30.0,49.0,57.0,58.0,58.0,0,1,0,0,12.959846800844963,T. Lezcano,425000.0,6640.625
31,63,63,0,1,72.0,59.0,60.0,65.0,59.0,67.0,0,0,1,0,12.899222326086994,T. Lindenhahn,400000.0,6250.0
19,75,85,10,0,83.0,47.0,65.0,74.0,70.0,67.0,0,1,0,0,16.257857680289998,T. Livramento,11500000.0,151315.7894736842
19,57,75,18,0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,0,0,12.834683971615659,T. Lo-Tutala,375000.0,6465.517241379311
27,72,72,0,1,66.0,36.0,54.0,60.0,72.0,78.0,0,1,0,0,14.603968372873895,T. Lockyer,2200000.0,30136.986301369863
18,58,72,14,0,65.0,59.0,44.0,56.0,21.0,55.0,0,0,0,1,13.07107218827772,T. Lonergan,475000.0,8050.847457627118
28,73,73,0,1,77.0,69.0,71.0,73.0,46.0,55.0,0,0,0,1,14.946912992035967,T. Lorch,3100000.0,41891.89189189189
24,67,72,5,0,74.0,57.0,64.0,70.0,59.0,53.0,0,0,1,0,14.220976332738882,T. Lowery,1500000.0,22058.823529411766
21,65,73,8,0,79.0,31.0,55.0,66.0,58.0,60.0,0,1,0,0,14.220976332738882,T. Lutonda,1500000.0,22727.272727272728
22,58,67,9,0,82.0,49.0,50.0,64.0,24.0,61.0,0,0,1,0,13.017005083966255,T. Luvambo,450000.0,7627.118644067797
22,68,75,7,0,80.0,64.0,62.0,71.0,25.0,57.0,0,0,0,1,14.731801689838349,T. Machairas,2500000.0,36231.884057971016
21,60,72,12,0,79.0,61.0,55.0,65.0,45.0,53.0,0,1,0,0,13.26212705890841,T. Maciejewski,575000.0,9426.22950819672
21,49,60,11,0,65.0,40.0,47.0,54.0,44.0,47.0,0,0,1,0,11.51293546492023,T. Maddad,100000.0,2000.0
22,59,68,9,0,69.0,43.0,59.0,66.0,30.0,48.0,0,0,1,0,13.122365377402328,T. Magee,500000.0,8333.333333333334
23,62,67,5,0,89.0,27.0,38.0,49.0,60.0,71.0,0,1,0,0,13.217675375388819,T. Magloire,550000.0,8730.15873015873
18,55,70,15,0,63.0,33.0,40.0,58.0,53.0,47.0,0,1,0,0,12.524530013005734,T. Magnin,275000.0,4910.714285714285
