short_name,age,overall,potential,player_positions,position_group,market_value_eur,pace,shooting,passing,dribbling,defending,physic,age_potential_gap,is_at_peak,value_per_rating
R. Sessegnon,22,76,84,"LWB, LB",DEF,16000000.0,82.0,65.0,72.0,77.0,69.0,65.0,8,0,207792.2077922078
R. Seweryś,18,58,71,CB,DEF,450000.0,65.0,27.0,37.0,52.0,57.0,65.0,13,0,7627.118644067797
R. Shabong,19,50,59,"CDM, CM",MID,100000.0,52.0,34.0,43.0,46.0,46.0,63.0,9,0,1960.7843137254902
R. Sharahili,29,66,66,"CDM, CM",MID,725000.0,51.0,52.0,57.0,61.0,62.0,76.0,0,1,10820.89552238806
R. Shein,18,64,77,"CM, CDM",MID,1400000.0,73.0,52.0,61.0,66.0,58.0,63.0,13,0,21538.46153846154
R. Shipston,17,52,72,CM,MID,210000.0,67.0,45.0,50.0,56.0,44.0,57.0,20,0,3962.264150943396
R. Simisterra,24,65,70,ST,ATT,1100000.0,53.0,68.0,55.0,64.0,27.0,65.0,5,0,16666.666666666668
R. Singh,31,55,55,"RB, RWB",DEF,90000.0,68.0,26.0,39.0,47.0,51.0,66.0,0,1,1607.142857142857
R. Singh,23,56,65,"LB, RB",DEF,300000.0,71.0,49.0,55.0,59.0,48.0,57.0,9,0,5263.1578947368425
R. Sjöstedt,30,64,64,CB,DEF,475000.0,72.0,37.0,55.0,57.0,62.0,74.0,0,1,7307.692307692308
R. Skov,26,75,76,"RWB, LWB, RM",DEF,6000000.0,78.0,77.0,76.0,74.0,66.0,68.0,1,0,78947.36842105263
R. Slater,22,68,77,"CM, CDM, LM",MID,2700000.0,69.0,58.0,67.0,71.0,63.0,68.0,9,0,39130.434782608696
R. Slevin,23,55,64,CB,DEF,250000.0,65.0,28.0,48.0,51.0,54.0,61.0,9,0,4464.285714285715
R. Smajić,18,61,78,CB,DEF,775000.0,65.0,30.0,44.0,50.0,61.0,66.0,17,0,12500.0
R. Smallwood,31,66,66,CDM,MID,600000.0,51.0,54.0,62.0,58.0,64.0,72.0,0,1,8955.223880597016
R. Snodgrass,34,73,73,"CM, RM",MID,1400000.0,53.0,73.0,77.0,74.0,49.0,71.0,0,1,18918.91891891892
R. Solan,24,56,61,"RW, ST",ATT,220000.0,80.0,52.0,45.0,61.0,18.0,46.0,5,0,3859.6491228070176
R. Solís,24,66,73,GK,GK,1500000.0,69.0,55.0,58.0,63.0,56.0,66.0,7,0,22388.059701492537
R. Sordo,22,65,76,"LW, LM, ST",ATT,1600000.0,75.0,65.0,59.0,64.0,33.0,49.0,11,0,24242.424242424244
R. Soriano,31,77,77,"CAM, CM, CF",MID,8500000.0,68.0,73.0,78.0,79.0,67.0,71.0,0,1,108974.35897435897
R. Sosa,22,68,77,"LM, LW, RM",MID,2700000.0,80.0,63.0,62.0,68.0,48.0,61.0,9,0,39130.434782608696
R. Sotiriou,21,62,68,"LM, ST",MID,650000.0,82.0,59.0,52.0,64.0,19.0,57.0,6,0,10317.460317460318
R. Sottil,23,76,81,"LW, RW",ATT,11500000.0,89.0,66.0,69.0,78.0,34.0,52.0,5,0,149350.64935064936
R. Spaltro,22,55,61,RB,DEF,190000.0,60.0,30.0,33.0,49.0,56.0,60.0,6,0,3392.8571428571427
R. Spano,27,66,66,ST,ATT,925000.0,70.0,64.0,56.0,65.0,30.0,57.0,0,1,13805.970149253732
R. Spaulding,23,60,67,LB,DEF,475000.0,67.0,34.0,51.0,57.0,54.0,60.0,7,0,7786.88524590164
R. Staunton,20,59,71,"CB, LB",DEF,500000.0,69.0,26.0,51.0,57.0,58.0,66.0,12,0,8333.333333333334
R. Stearman,34,64,64,CB,DEF,190000.0,31.0,33.0,44.0,42.0,65.0,58.0,0,1,2923.076923076923
R. Steffen,30,76,76,"LM, RM",MID,7000000.0,85.0,71.0,71.0,78.0,54.0,66.0,0,1,90909.09090909091
R. Sterling,27,85,85,"LW, RW, ST",ATT,35000000.0,90.0,79.0,78.0,86.0,45.0,67.0,0,1,406976.74418604653
R. Stewart,27,61,63,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,4838.709677419355
R. Stewart,25,71,74,ST,ATT,2500000.0,75.0,71.0,57.0,64.0,30.0,76.0,3,0,34722.22222222222
R. Stirk,21,60,68,"CDM, CM",MID,525000.0,71.0,51.0,57.0,60.0,57.0,66.0,8,0,8606.557377049181
R. Strain,25,66,69,"RWB, RB",DEF,1000000.0,79.0,46.0,60.0,64.0,59.0,72.0,3,0,14925.373134328358
R. Stratulis,19,51,59,RM,MID,130000.0,69.0,45.0,46.0,55.0,26.0,51.0,8,0,2500.0
R. Street,20,60,70,ST,ATT,550000.0,68.0,58.0,45.0,58.0,27.0,63.0,10,0,9016.393442622952
R. Strączek,23,68,77,GK,GK,2300000.0,69.0,55.0,58.0,63.0,56.0,66.0,9,0,33333.333333333336
R. Swete,32,67,67,GK,GK,500000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,7352.941176470588
R. Sykes,23,68,73,CB,DEF,1600000.0,46.0,47.0,53.0,54.0,67.0,78.0,5,0,23188.405797101448
R. Sánchez,28,61,62,GK,GK,250000.0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,4032.2580645161293
R. Sánchez,25,68,71,"LM, CM",MID,1600000.0,72.0,63.0,65.0,63.0,62.0,81.0,3,0,23188.405797101448
R. Tachie,23,64,69,"ST, RM",ATT,900000.0,83.0,61.0,56.0,67.0,28.0,60.0,5,0,13846.153846153846
R. Tafazolli,30,69,69,CB,DEF,1100000.0,43.0,28.0,43.0,46.0,70.0,79.0,0,1,15714.285714285714
R. Tagir,19,66,79,CB,DEF,1900000.0,67.0,33.0,53.0,61.0,67.0,63.0,13,0,28358.20895522388
R. Tait,32,62,62,"RWB, LB, LWB",DEF,275000.0,62.0,37.0,52.0,57.0,57.0,68.0,0,1,4365.079365079365
R. Tapia,26,79,81,"CDM, CM",MID,19500000.0,68.0,66.0,71.0,69.0,79.0,84.0,2,0,243750.0
R. Taylor,34,59,59,ST,ATT,110000.0,50.0,60.0,50.0,57.0,31.0,74.0,0,1,1833.3333333333333
R. Taylor,27,66,66,"LW, LM, CAM",ATT,900000.0,80.0,64.0,61.0,68.0,49.0,68.0,0,1,13432.835820895523
R. Teibert,29,65,65,"CM, CDM, LM",MID,700000.0,48.0,52.0,67.0,66.0,63.0,63.0,0,1,10606.060606060606
R. Tesche,35,69,69,"CDM, CM",MID,400000.0,53.0,66.0,68.0,67.0,67.0,70.0,0,1,5714.285714285715
R. Tesuri,26,70,71,RM,MID,1900000.0,83.0,62.0,66.0,73.0,42.0,52.0,1,0,26760.563380281692
R. Thelander,30,70,70,CB,DEF,1300000.0,43.0,30.0,45.0,43.0,68.0,81.0,0,1,18309.859154929578
R. Thellufsen,25,62,67,"CAM, CM",MID,575000.0,69.0,55.0,60.0,64.0,52.0,61.0,5,0,9126.984126984127
R. Thomas,27,72,72,"CM, CAM, CDM",MID,925000.0,71.0,65.0,71.0,75.0,61.0,66.0,0,1,12671.232876712329
R. Thomas,34,74,74,CB,DEF,1400000.0,32.0,37.0,53.0,46.0,75.0,71.0,0,1,18666.666666666668
R. Thorkelsson,20,58,69,"CB, LB, LM",DEF,425000.0,64.0,24.0,42.0,50.0,56.0,63.0,11,0,7203.389830508475
R. Tierney,21,60,72,CAM,MID,600000.0,74.0,55.0,56.0,60.0,54.0,62.0,12,0,9836.065573770491
R. Tihi,20,64,75,CB,DEF,1200000.0,66.0,34.0,49.0,57.0,61.0,73.0,11,0,18461.53846153846
R. Tlang,27,54,54,"RM, LM",MID,110000.0,76.0,44.0,48.0,54.0,29.0,54.0,0,1,2000.0
R. Toledo,32,66,66,CM,MID,675000.0,59.0,63.0,62.0,64.0,60.0,61.0,0,1,10074.626865671642
R. Tongyik,25,62,64,CB,DEF,450000.0,62.0,26.0,39.0,58.0,61.0,75.0,2,0,7142.857142857143
R. Towell,30,63,63,CM,MID,450000.0,62.0,60.0,63.0,63.0,59.0,67.0,0,1,7031.25
R. Towler,20,60,75,"CB, LWB, CM",DEF,550000.0,64.0,36.0,53.0,58.0,59.0,65.0,15,0,9016.393442622952
R. Tramos,22,64,64,"LW, RM",ATT,700000.0,70.0,60.0,62.0,66.0,49.0,60.0,0,1,10769.23076923077
R. Tranberg,29,62,62,"CM, RW",MID,400000.0,62.0,52.0,60.0,62.0,58.0,75.0,0,1,6349.206349206349
R. Trevitt,19,59,74,"CAM, CM, LW",MID,525000.0,60.0,57.0,55.0,62.0,39.0,53.0,15,0,8750.0
R. Trif,24,64,69,"LWB, LW",DEF,825000.0,73.0,47.0,56.0,59.0,60.0,63.0,5,0,12692.307692307691
R. Tsouka,27,63,63,"RB, CB",DEF,475000.0,82.0,29.0,50.0,55.0,59.0,74.0,0,1,7421.875
R. Tulloch,21,59,73,"LW, LM, ST",ATT,550000.0,68.0,57.0,53.0,59.0,25.0,55.0,14,0,9166.666666666666
R. Tumilty,25,60,62,"RWB, RB",DEF,275000.0,75.0,48.0,55.0,56.0,56.0,55.0,2,0,4508.196721311476
R. Tunnicliffe,29,63,63,CM,MID,475000.0,60.0,59.0,62.0,63.0,62.0,67.0,0,1,7421.875
R. Uldriķis,24,65,70,ST,ATT,1100000.0,43.0,65.0,54.0,57.0,33.0,78.0,5,0,16666.666666666668
R. Ungerath,23,60,66,ST,ATT,400000.0,66.0,61.0,40.0,56.0,23.0,61.0,6,0,6557.377049180328
R. Ureña,29,70,70,"CDM, CM",MID,1400000.0,59.0,60.0,62.0,65.0,67.0,73.0,0,1,19718.309859154928
R. Van Hauter,19,56,70,CDM,MID,325000.0,64.0,38.0,52.0,59.0,54.0,54.0,14,0,5701.754385964912
R. Varane,29,85,85,CB,DEF,35000000.0,81.0,49.0,64.0,66.0,86.0,79.0,0,1,406976.74418604653
R. Varga,32,67,67,"LM, RM",MID,800000.0,79.0,67.0,65.0,67.0,32.0,63.0,0,1,11764.70588235294
R. Vargas,27,65,65,"ST, LW",ATT,775000.0,72.0,66.0,54.0,74.0,24.0,46.0,0,1,11742.424242424242
R. Vargas,23,75,81,"LM, RM",MID,9000000.0,89.0,69.0,67.0,79.0,54.0,64.0,6,0,118421.05263157895
R. Vera,26,64,65,CM,MID,675000.0,62.0,59.0,58.0,62.0,59.0,62.0,1,0,10384.615384615385
R. Vercauteren,21,60,69,GK,GK,475000.0,69.0,55.0,58.0,63.0,56.0,66.0,9,0,7786.88524590164
R. Verenas,38,63,63,CDM,MID,90000.0,50.0,60.0,60.0,58.0,60.0,73.0,0,1,1406.25
R. Veselinović,23,68,74,CB,DEF,1700000.0,62.0,26.0,43.0,49.0,67.0,76.0,6,0,24637.681159420288
R. Vikstøl,33,63,63,"LB, CB",DEF,250000.0,59.0,47.0,54.0,60.0,60.0,69.0,0,1,3906.25
R. Villagra,21,69,79,"CDM, CM",MID,3000000.0,66.0,48.0,63.0,65.0,67.0,71.0,10,0,42857.142857142855
R. Vita,21,63,75,"LB, LWB",DEF,1100000.0,71.0,41.0,49.0,65.0,60.0,50.0,12,0,17187.5
R. Vitek,18,60,80,GK,GK,600000.0,69.0,55.0,58.0,63.0,56.0,66.0,20,0,9836.065573770491
R. Vodišek,23,66,74,GK,GK,1600000.0,69.0,55.0,58.0,63.0,56.0,66.0,8,0,23880.597014925374
R. Voican,19,53,66,CM,MID,220000.0,62.0,43.0,57.0,55.0,38.0,42.0,13,0,4074.074074074074
R. Voisine,20,60,70,CB,DEF,500000.0,56.0,33.0,31.0,42.0,60.0,63.0,10,0,8196.72131147541
R. Voloder,21,58,69,CB,DEF,425000.0,65.0,27.0,36.0,41.0,59.0,60.0,11,0,7203.389830508475
R. Vormer,34,74,74,CM,MID,1900000.0,50.0,74.0,77.0,70.0,72.0,75.0,0,1,25333.333333333332
R. Vucic,19,61,75,ST,ATT,775000.0,64.0,61.0,48.0,60.0,19.0,59.0,14,0,12500.0
R. Wagner,18,66,79,"CM, CDM",MID,2000000.0,68.0,45.0,63.0,66.0,59.0,65.0,13,0,29850.746268656716
R. Walter,27,71,72,"CDM, CM",MID,1900000.0,63.0,61.0,71.0,73.0,66.0,68.0,1,0,26388.88888888889
R. Watson,26,61,61,GK,GK,250000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,4032.2580645161293
R. Watson,28,62,62,"CM, CDM",MID,400000.0,65.0,59.0,60.0,63.0,58.0,70.0,0,1,6349.206349206349
R. Weijenberg,17,58,70,"CAM, CM, RW",MID,475000.0,68.0,46.0,60.0,60.0,43.0,48.0,12,0,8050.847457627118
R. Welch,18,56,75,CB,DEF,350000.0,58.0,24.0,30.0,31.0,55.0,65.0,19,0,6140.350877192983
R. Werthmüller,21,59,73,"ST, RM",ATT,550000.0,68.0,59.0,47.0,62.0,24.0,54.0,14,0,9166.666666666666
R. Wiedesheim-Paul,23,63,70,"ST, LM",ATT,975000.0,76.0,63.0,55.0,65.0,27.0,59.0,7,0,15234.375
R. Williams,33,67,67,CB,DEF,475000.0,54.0,50.0,56.0,58.0,65.0,76.0,0,1,6985.294117647059
R. Williams,23,63,68,CB,DEF,650000.0,80.0,34.0,46.0,51.0,62.0,76.0,5,0,10156.25
R. Williams,25,65,68,"LWB, RM",DEF,875000.0,87.0,59.0,61.0,66.0,55.0,64.0,3,0,13257.575757575758
R. Williams,28,67,67,"RM, RWB",MID,1000000.0,82.0,59.0,62.0,67.0,52.0,70.0,0,1,14705.882352941177
R. Williams,21,65,79,CB,DEF,1700000.0,66.0,35.0,51.0,56.0,65.0,67.0,14,0,25757.575757575756
R. Williams,30,73,73,GK,GK,2000000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,27027.027027027027
R. Willmott,32,61,61,"CM, CDM",MID,250000.0,75.0,57.0,60.0,63.0,57.0,66.0,0,1,4032.2580645161293
R. Wilson,16,59,85,ST,ATT,900000.0,58.0,64.0,47.0,53.0,23.0,53.0,26,0,15000.0
R. Windbichler,31,67,67,"CB, CDM",DEF,700000.0,64.0,34.0,53.0,52.0,64.0,74.0,0,1,10294.117647058823
R. Wintle,25,69,73,"CDM, CM",MID,1800000.0,69.0,55.0,66.0,65.0,64.0,70.0,4,0,25714.285714285714
R. Wolf,34,68,68,GK,GK,210000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,3043.478260869565
R. Wolski,29,70,70,"CAM, CM",MID,1600000.0,62.0,66.0,70.0,72.0,32.0,52.0,0,1,22535.211267605635
R. Wood,36,66,66,CB,DEF,150000.0,31.0,35.0,46.0,43.0,66.0,71.0,0,1,2238.805970149254
R. Woods,28,69,69,"CDM, CM",MID,1200000.0,64.0,49.0,68.0,69.0,65.0,68.0,0,1,17142.85714285714
R. Yalçın,28,68,68,"CDM, CB, RB",MID,1100000.0,61.0,46.0,63.0,68.0,67.0,68.0,0,1,15942.028985507246
R. Yapi,21,61,70,"RB, RM",DEF,700000.0,87.0,33.0,43.0,59.0,58.0,56.0,9,0,11290.322580645161
R. Yaremchuk,26,75,76,ST,ATT,6500000.0,77.0,74.0,70.0,71.0,44.0,74.0,1,0,85526.31578947368
R. Yates,24,73,79,"CDM, CM",MID,4400000.0,64.0,59.0,61.0,65.0,71.0,84.0,6,0,59459.45945945946
R. Youlley,17,47,61,CM,MID,110000.0,58.0,38.0,45.0,49.0,39.0,43.0,14,0,2291.6666666666665
R. Yılmaz,26,58,61,CB,DEF,240000.0,62.0,29.0,38.0,46.0,58.0,61.0,3,0,4067.7966101694915
R. Yılmaz,21,73,82,LB,DEF,6500000.0,85.0,50.0,64.0,73.0,67.0,60.0,9,0,87837.83783783784
R. Zagareda,30,68,68,"CAM, LM",MID,1200000.0,61.0,63.0,68.0,68.0,33.0,65.0,0,1,17391.304347826088
R. Zalazar,22,73,80,"CM, CAM",MID,6000000.0,75.0,67.0,70.0,77.0,62.0,70.0,7,0,81081.08108108108
R. Zambrano,29,68,68,"LB, LM",DEF,1100000.0,80.0,49.0,58.0,65.0,65.0,63.0,0,1,15942.028985507246
R. Zekhnini,24,66,69,"RM, LM, ST",MID,1200000.0,88.0,56.0,57.0,69.0,31.0,44.0,3,0,17910.44776119403
R. Zentner,27,76,78,GK,GK,7000000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,90909.09090909091
R. Zerrouki,24,74,80,"CM, CDM",MID,6500000.0,68.0,64.0,71.0,73.0,67.0,78.0,6,0,86666.66666666667
R. Ziegele,25,64,69,CB,DEF,775000.0,66.0,28.0,38.0,48.0,63.0,76.0,5,0,11923.076923076924
R. Ziegler,36,68,68,"CB, LB",DEF,220000.0,47.0,63.0,72.0,64.0,69.0,70.0,0,1,3188.4057971014495
R. Zieler,33,74,74,GK,GK,1400000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,18666.666666666668
R. Zietarski,29,63,63,CDM,MID,400000.0,65.0,48.0,51.0,57.0,62.0,77.0,0,1,6250.0
R. Zouhir,18,56,73,"CDM, CM",MID,350000.0,66.0,46.0,54.0,61.0,50.0,65.0,17,0,6140.350877192983
R. van Drongelen,23,69,76,CB,DEF,2600000.0,55.0,26.0,56.0,53.0,68.0,73.0,7,0,37142.857142857145
R. van Ekeris,19,59,71,"CAM, CM",MID,525000.0,59.0,57.0,58.0,61.0,39.0,41.0,12,0,8750.0
R. van Wolfswinkel,33,72,72,"ST, CAM",ATT,1500000.0,67.0,73.0,68.0,69.0,44.0,70.0,0,1,20547.945205479453
R. van der Venne,30,65,65,"CAM, CM, CDM",MID,700000.0,67.0,61.0,63.0,65.0,55.0,73.0,0,1,10606.060606060606
R. Ábila,32,72,72,ST,ATT,1900000.0,66.0,71.0,61.0,70.0,32.0,78.0,0,1,26027.397260273974
R. Áldarez,30,66,66,GK,GK,575000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,8582.089552238805
R. Örqvist,23,63,67,CM,MID,675000.0,68.0,57.0,58.0,63.0,64.0,77.0,4,0,10546.875
R. Østrøm,19,60,72,"RB, CB",DEF,550000.0,67.0,36.0,51.0,55.0,57.0,68.0,12,0,9016.393442622952
R. Řezník,33,72,72,"RB, CB",DEF,1200000.0,73.0,60.0,64.0,66.0,70.0,76.0,0,1,16438.35616438356
R. Šimić,18,63,76,ST,ATT,1100000.0,67.0,64.0,57.0,62.0,26.0,69.0,13,0,17187.5
R. Šimović,31,63,63,ST,ATT,400000.0,39.0,65.0,53.0,53.0,32.0,72.0,0,1,6250.0
R. Živković,25,66,67,ST,ATT,1000000.0,82.0,65.0,55.0,67.0,18.0,65.0,1,0,14925.373134328358
R. Žulj,30,74,74,CAM,MID,4100000.0,58.0,76.0,76.0,74.0,40.0,70.0,0,1,54666.666666666664
R. Șteau,21,57,67,"RM, CM",MID,375000.0,66.0,39.0,55.0,57.0,41.0,56.0,10,0,6465.517241379311
Rafa,29,83,83,"CF, RM, RW",ATT,35000000.0,93.0,77.0,77.0,86.0,50.0,54.0,0,1,416666.6666666667
Rafa Mir,25,79,83,ST,ATT,24500000.0,79.0,80.0,67.0,71.0,45.0,78.0,4,0,306250.0
Rafa Mújica,23,67,74,"ST, RM, LM",ATT,2100000.0,66.0,68.0,59.0,68.0,33.0,66.0,7,0,30882.352941176472
Rafa Soares,27,71,71,LB,DEF,1800000.0,74.0,62.0,68.0,70.0,66.0,66.0,0,1,25000.0
Rafa Tresaco,21,62,72,ST,ATT,900000.0,72.0,62.0,44.0,63.0,18.0,57.0,10,0,14285.714285714286
Rafael Brito,20,65,74,"CM, RM",MID,1600000.0,67.0,58.0,69.0,65.0,55.0,61.0,9,0,24242.424242424244
Rafael Cachoira,22,75,75,"CB, CDM",DEF,6000000.0,53.0,40.0,58.0,59.0,77.0,77.0,0,1,78947.36842105263
Rafael Fernandes,20,61,72,CB,DEF,675000.0,59.0,37.0,49.0,43.0,62.0,63.0,11,0,10887.09677419355
Rafael Leão,23,84,90,"LW, LM",ATT,35000000.0,91.0,77.0,73.0,86.0,27.0,74.0,6,0,411764.70588235295
Rafael Martins,33,70,70,ST,ATT,1000000.0,71.0,74.0,58.0,67.0,27.0,67.0,0,1,14084.507042253521
Rafael Moreira,20,58,66,"RW, LW",ATT,450000.0,86.0,49.0,45.0,58.0,23.0,52.0,8,0,7627.118644067797
Rafael Pereira,22,64,74,CB,DEF,1200000.0,71.0,33.0,48.0,56.0,63.0,71.0,10,0,18461.53846153846
Rafael Ratão,26,74,74,"LW, ST, RW",ATT,4600000.0,80.0,73.0,68.0,77.0,43.0,69.0,0,1,61333.333333333336
Rafael Silva,30,73,73,"ST, LW, RW",ATT,3000000.0,85.0,74.0,68.0,74.0,30.0,69.0,0,1,40540.54054054054
Rafael Tolói,31,81,81,CB,DEF,17500000.0,67.0,52.0,59.0,65.0,83.0,82.0,0,1,213414.63414634147
Rafael de Aseiro,30,67,67,GK,GK,675000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,9926.470588235294
Rafanilton Vilela,34,71,71,"ST, CF, CAM",ATT,900000.0,82.0,63.0,60.0,73.0,25.0,62.0,0,1,12500.0
Rafinha,29,78,78,"CM, CAM",MID,13500000.0,66.0,73.0,79.0,84.0,69.0,62.0,0,1,170886.07594936708
Rahul KP,22,57,66,"RM, LM",MID,375000.0,89.0,52.0,46.0,58.0,37.0,47.0,9,0,6465.517241379311
Rai Marchán,28,64,64,"CDM, CM",MID,525000.0,61.0,31.0,56.0,55.0,64.0,53.0,0,1,8076.923076923077
Ramalho,29,69,69,"CB, RB",DEF,1200000.0,67.0,35.0,56.0,57.0,68.0,71.0,0,1,17142.85714285714
Ramón Enríquez,21,66,76,"CM, CDM",MID,1900000.0,66.0,61.0,67.0,65.0,58.0,63.0,10,0,28358.20895522388
Ramón Juan,22,64,71,GK,GK,1000000.0,69.0,55.0,58.0,63.0,56.0,66.0,7,0,15384.615384615385
Ran Weifeng,20,50,57,GK,GK,80000.0,69.0,55.0,58.0,63.0,56.0,66.0,7,0,1568.6274509803923
Rao Weihui,33,64,64,"LWB, LB",DEF,300000.0,71.0,37.0,54.0,56.0,61.0,67.0,0,1,4615.384615384615
Raphael Guzzo,27,69,69,CM,MID,1500000.0,64.0,64.0,70.0,72.0,58.0,63.0,0,1,21428.571428571428
Raphael Rossi,31,69,69,CB,DEF,950000.0,77.0,36.0,49.0,55.0,69.0,77.0,0,1,13571.42857142857
Raphinha,25,83,84,"RW, RM",ATT,35000000.0,91.0,79.0,77.0,85.0,50.0,73.0,1,0,416666.6666666667
Ratón,29,66,67,GK,GK,650000.0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,9701.492537313432
Raíllo,30,73,73,CB,DEF,2500000.0,49.0,36.0,53.0,54.0,74.0,78.0,0,1,33783.78378378379
Raúl Albiol,36,82,82,CB,DEF,5500000.0,38.0,41.0,62.0,63.0,85.0,71.0,0,1,66265.06024096385
Raúl Arias,19,60,70,ST,ATT,525000.0,60.0,65.0,45.0,58.0,24.0,50.0,10,0,8606.557377049181
Raúl Asencio,24,63,68,ST,ATT,725000.0,69.0,60.0,51.0,61.0,24.0,61.0,5,0,11328.125
Raúl Blanco,20,58,72,CM,MID,500000.0,65.0,50.0,56.0,59.0,49.0,43.0,14,0,8474.57627118644
Raúl Fernández,34,68,68,GK,GK,210000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,3043.478260869565
Raúl García,21,69,79,ST,ATT,3200000.0,62.0,71.0,53.0,63.0,24.0,57.0,10,0,45714.28571428572
Raúl García,35,80,80,ST,ATT,9000000.0,35.0,83.0,82.0,78.0,59.0,84.0,0,1,111111.11111111111
Raúl Guti,25,72,75,"CM, CDM",MID,3100000.0,66.0,67.0,70.0,69.0,65.0,78.0,3,0,42465.75342465754
Raúl Lizoain,31,71,71,GK,GK,1000000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,13888.888888888889
Raúl Moro,19,66,82,LW,ATT,2200000.0,73.0,55.0,61.0,72.0,27.0,35.0,16,0,32835.82089552239
Raúl Navarro,28,68,68,"RB, RWB, CM",DEF,1100000.0,65.0,56.0,65.0,65.0,63.0,67.0,0,1,15942.028985507246
Raúl Navas,34,68,68,CB,DEF,400000.0,41.0,45.0,58.0,46.0,68.0,70.0,0,1,5797.101449275362
Raúl Parra,22,65,74,"RB, RWB",DEF,1500000.0,64.0,48.0,52.0,54.0,66.0,68.0,9,0,22727.272727272728
Raúl Rubio,22,63,71,ST,ATT,1100000.0,68.0,62.0,48.0,58.0,29.0,68.0,8,0,17187.5
Raúl Sánchez,24,63,69,"LM, LB, LW",MID,750000.0,57.0,60.0,61.0,64.0,33.0,51.0,6,0,11718.75
Raúl Valdés,18,58,74,GK,GK,450000.0,69.0,55.0,58.0,63.0,56.0,66.0,16,0,7627.118644067797
Raúl de Tomás,27,83,83,ST,ATT,35000000.0,77.0,84.0,77.0,83.0,40.0,78.0,0,1,416666.6666666667
Recasens,20,61,73,CB,DEF,750000.0,61.0,30.0,51.0,55.0,62.0,63.0,12,0,12096.774193548386
Reguilón,25,80,83,"LWB, LB",DEF,25500000.0,83.0,57.0,74.0,78.0,77.0,69.0,3,0,314814.81481481483
Reinier,20,70,80,"RM, LM, CAM",MID,3500000.0,69.0,67.0,65.0,75.0,42.0,65.0,10,0,49295.77464788732
Reinildo,28,80,80,"LB, CB",DEF,19000000.0,84.0,55.0,67.0,75.0,79.0,78.0,0,1,234567.9012345679
Reis,29,68,68,"RW, ST",ATT,1200000.0,80.0,62.0,62.0,73.0,32.0,52.0,0,1,17391.304347826088
Ren Hang,33,66,66,"CB, LB",DEF,400000.0,69.0,49.0,59.0,59.0,64.0,78.0,0,1,5970.149253731343
Ren Kangkang,20,49,58,"RM, RWB",MID,100000.0,68.0,45.0,45.0,49.0,38.0,45.0,9,0,2000.0
Ren Wei,25,55,59,"ST, CB",ATT,180000.0,64.0,55.0,44.0,54.0,46.0,61.0,4,0,3214.285714285714
Renaldo Justinho,26,69,69,"CAM, LM",MID,1500000.0,71.0,60.0,68.0,70.0,42.0,56.0,0,1,21428.571428571428
Renan Lodi,24,80,85,"LWB, LB, LM",DEF,29500000.0,83.0,68.0,76.0,79.0,74.0,74.0,5,0,364197.5308641975
Renan Tojeiras,26,67,67,"CDM, CM, CAM",MID,975000.0,50.0,61.0,56.0,71.0,66.0,76.0,0,1,14338.235294117647
Renato Sanches,24,80,85,"CM, RM",MID,31500000.0,83.0,74.0,77.0,84.0,72.0,84.0,5,0,388888.8888888889
Renê Santos,30,66,66,"CB, CDM",DEF,700000.0,53.0,42.0,50.0,54.0,65.0,75.0,0,1,10447.76119402985
Ricard,22,67,75,"RB, RM",DEF,2200000.0,76.0,57.0,55.0,66.0,61.0,54.0,8,0,32352.941176470587
Ricard Artero,19,63,80,"CAM, RM",MID,1200000.0,66.0,60.0,60.0,65.0,56.0,58.0,17,0,18750.0
Ricard Pujol,24,66,71,LB,DEF,1200000.0,74.0,43.0,53.0,59.0,64.0,64.0,5,0,17910.44776119403
Ricardinho,28,65,65,"RWB, CB, CDM",DEF,650000.0,70.0,55.0,58.0,60.0,63.0,70.0,0,1,9848.484848484848
Ricardinho,23,69,75,"LW, RW, CAM",ATT,2200000.0,70.0,65.0,65.0,70.0,39.0,56.0,6,0,31428.571428571428
Ricardo Batista,35,73,73,GK,GK,350000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,4729.72972972973
Ricardo Esgaio,29,74,74,"RWB, RB, CB",DEF,3700000.0,69.0,66.0,73.0,75.0,68.0,66.0,0,1,49333.333333333336
Ricardo Fernandes,27,64,67,GK,GK,575000.0,69.0,55.0,58.0,63.0,56.0,66.0,3,0,8846.153846153846
Ricardo Friedrich,29,65,67,GK,GK,600000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,9090.90909090909
